project,name,url,stars,whatchers,contributors,forks,size,releases,NOF,branches,duration,avgTime,commits,files_contributor,APIs_contributor ,quantFields_last,quantFieldsDeprecated_last,perc_quantFieldsDeprecated_last,quantFieldsDeprecatedAnnotation_last,quantFieldsDeprecatedJavaDoc_last,quantFieldsDeprecatedWithRelMessage_last,perc_quantFieldsDeprecatedWithRelMessage_last,quantUserFields_last,quantReplaceFields_last,quantReferFields_last,quantEquivalentFields_last,quantLinkFields_last,quantSeeFields_last,quantTypes_last,quantTypesDeprecated_last,perc_quantTypesDeprecated_last ,quantTypesDeprecatedAnnotation_last,quantTypesDeprecatedJavaDoc_last,quantTypesDeprecatedWithRelMessage_last,perc_quantTypesDeprecatedWithRelMessage_last,quantUserTypes_last,quantReplaceTypes_last,quantReferTypes_last,quantEquivalentTypes_last,quantLinkTypes_last,quantSeeTypes_last,quantMethods_last,quantMethodsDeprecated_last,perc_quantMethodsDeprecated_last,quantMethodsDeprecatedAnnotation_last,quantMethodsDeprecatedJavaDoc_last,quantMethodsDeprecatedWithRelMessage_last,perc_quantMethodsDeprecatedWithRelMessage_last,quantUserMethods_last,quantReplaceMethods_last,quantReferMethods_last,quantEquivalentMethods_last,quantLinkMethods_last,quantSeeMethods_last,quantElements_last,quantElementsDeprecated_last,perc_quantElementsDeprecated_last,quantElementsDeprecatedAnnotation_last,quantElementsDeprecatedJavaDoc_last,quantElementsDeprecatedWithRelMessage_last,perc_quantElementsDeprecatedWithRelMessage_last,quantUserElements_last,quantReplaceElements_last,quantReferElements_last,quantEquivalenElements_last,quantLinkElements_last,quantSeeElements_last,curve,category,category2
keepassdroid,keepassdroid,git://github.com/bpellin/keepassdroid.git,527,87,20,204,20089,113,758,2,2277,20.1504424779,799,37.9,191.3,736,5,0.6793478261,0,5,5,100,5,0,0,0,0,0,453,7,1.5452538631,0,7,6,85.7142857143,6,0,0,0,0,0,2637,3,0.1137656428,0,3,2,66.6666666667,2,0,0,0,0,0,3826,15,0.3920543649,0,15,13,86.6666666667,13,0,0,0,0,0,increase,Non-web libraries and frameworks,Library
spring-data-mongodb,spring-data-mongodb,git://github.com/spring-projects/spring-data-mongodb.git,400,133,39,331,29042,57,632,39,1849,32.4385964912,1511,16.2051282051,175.5897435897,1006,0,0,0,0,0,0,0,0,0,0,0,0,956,3,0.3138075314,3,2,2,66.6666666667,2,0,0,0,2,0,4886,49,1.0028653295,49,46,43,87.7551020408,41,0,1,0,40,2,6848,52,0.7593457944,52,48,45,86.5384615385,43,0,1,0,42,2,oscillatory,Software tools,Non-library
hudson-2.x,hudson-2.x,git://github.com/hudson/hudson-2.x.git,150,16,30,41,72864,10,6725,10,2355,235.5,11332,224.1666666667,447.9333333333,1104,43,3.8949275362,2,43,42,97.6744186047,40,0,0,1,41,2,1681,28,1.6656751933,2,28,26,92.8571428571,17,0,1,0,24,1,10653,210,1.971275697,35,204,175,83.3333333333,142,1,5,1,164,2,13438,281,2.0910849829,39,275,243,86.4768683274,199,1,6,2,229,5,stable,System Software,Non-library
geoserver,geoserver,git://github.com/geoserver/geoserver.git,457,128,200,548,238056,59,12343,31,1525,25.8474576271,4774,61715,277.32,7801,11,0.1410075631,10,1,1,9.0909090909,1,0,0,0,0,0,6005,15,0.2497918401,0,15,13,86.6666666667,12,0,1,0,11,0,41658,173,0.4152863796,45,166,158,91.3294797688,103,64,5,0,131,2,55464,199,0.358791288,55,182,172,86.432160804,116,64,6,0,142,2,oscillatory,System Software,Non-library
logstash-logback-encoder,logstash-logback-encoder,git://github.com/logstash/logstash-logback-encoder.git,226,22,33,80,1947,30,145,4,967,32.2333333333,392,4.3939393939,38.3636363636,93,1,1.0752688172,1,1,1,100,0,0,1,0,1,0,169,4,2.3668639053,4,3,3,75,3,0,0,0,3,0,1004,17,1.6932270916,17,15,15,88.2352941176,9,0,4,0,15,1,1266,22,1.7377567141,22,19,19,86.3636363636,12,0,5,0,19,1,oscillatory,Non-web libraries and frameworks,Library
shiro,shiro,git://github.com/apache/shiro.git,182,43,2,134,27372,14,855,14,3559,254.2142857143,1584,427.5,2486,298,2,0.6711409396,2,0,0,0,0,0,0,0,0,0,651,12,1.8433179724,7,12,12,100,12,1,0,0,12,1,4023,14,0.3479990057,14,13,12,85.7142857143,9,0,0,0,11,1,4972,28,0.5631536605,23,25,24,85.7142857143,21,1,0,0,23,2,stable,Application,Non-library
JavaHamcrest,JavaHamcrest,git://github.com/hamcrest/JavaHamcrest.git,603,81,13,117,21884,9,160,6,3398,377.5555555556,562,12.3076923077,99.8461538462,21,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,1099,7,0.6369426752,7,6,6,85.7142857143,5,0,0,0,2,1,1298,7,0.5392912173,7,6,6,85.7142857143,5,0,0,0,2,1,oscillatory,Non-web libraries and frameworks,Library
enunciate,enunciate,git://github.com/stoicflame/enunciate.git,177,40,17,90,28563,6,1723,16,3354,559,1281,101.3529411765,496.9411764706,608,0,0,0,0,0,0,0,0,0,0,0,0,1139,5,0.4389815628,0,5,4,80,3,0,0,0,2,0,6701,2,0.0298462916,0,2,2,100,2,0,0,0,1,0,8448,7,0.0828598485,0,7,6,85.7142857143,5,0,0,0,3,0,increase,Web libraries and frameworks,Library
hibernate-orm,hibernate-orm,git://github.com/hibernate/hibernate-orm.git,1332,198,200,1137,264120,99,9266,16,2974,30.0404040404,6202,46.33,349.08,3287,37,1.1256464862,36,37,35,94.5945945946,32,0,3,2,30,0,8602,52,0.6045105789,52,49,42,80.7692307692,33,3,5,0,37,3,57927,178,0.3072833048,178,177,150,84.2696629213,127,8,13,0,126,5,69816,267,0.3824338261,266,263,227,85.0187265918,192,11,21,2,193,8,oscillatory,Non-web libraries and frameworks,Library
davdroid,davdroid,git://github.com/bitfireAT/davdroid.git,499,68,10,128,50252,61,604,4,691,11.3278688525,332,60.4,385.1,700,6,0.8571428571,6,6,5,83.3333333333,5,0,0,0,5,0,478,14,2.9288702929,14,13,13,92.8571428571,12,1,0,0,8,1,2673,45,1.6835016835,45,39,37,82.2222222222,36,0,0,0,28,1,3851,65,1.6878732797,65,58,55,84.6153846154,53,1,0,0,41,2,stable,Application,Non-library
OpenIAB,OpenIAB,git://github.com/onepf/OpenIAB.git,398,70,26,151,273406,18,102,18,834,46.3333333333,730,3.9230769231,35.1538461538,247,7,2.8340080972,0,7,7,100,6,0,1,0,5,0,64,0,0,0,0,0,0,0,0,0,0,0,0,603,19,3.1509121061,8,15,15,78.9473684211,15,0,2,0,11,5,914,26,2.8446389497,8,22,22,84.6153846154,21,0,3,0,16,5,oscillatory,Non-web libraries and frameworks,Library
Applied-Energistics-2,Applied-Energistics-2,git://github.com/AppliedEnergistics/Applied-Energistics-2.git,256,83,33,117,23405,47,1646,6,601,12.7872340426,2336,49.8787878788,327.2424242424,1670,1,0.0598802395,1,1,1,100,1,0,0,0,1,0,1129,7,0.6200177148,7,7,6,85.7142857143,6,0,0,0,5,0,8000,18,225,18,15,15,83.3333333333,14,0,0,0,14,0,10799,26,0.2407630336,26,23,22,84.6153846154,21,0,0,0,20,0,increase,Application,Non-library
servo,servo,git://github.com/Netflix/servo.git,702,267,22,142,9296,70,256,4,1335,19.0714285714,1124,11.6363636364,77.7272727273,74,0,0,0,0,0,0,0,0,0,0,0,0,248,1,0.4032258065,1,1,1,100,1,0,0,0,0,0,1388,12,0.8645533141,10,10,10,83.3333333333,9,0,0,2,5,0,1710,13,0.7602339181,11,11,11,84.6153846154,10,0,0,2,5,0,oscillatory,Application,Non-library
spring-data-commons,spring-data-commons,git://github.com/spring-projects/spring-data-commons.git,155,86,30,134,13005,67,594,18,1896,28.2985074627,1009,19.8,174,546,0,0,0,0,0,0,0,0,0,0,0,0,945,3,0.3174603175,2,2,1,33.3333333333,1,0,0,0,1,0,3729,10,0.2681684098,9,10,10,100,7,0,0,0,10,0,5220,13,0.2490421456,11,12,11,84.6153846154,8,0,0,0,11,0,oscillatory,Software tools,Non-library
jmeter,jmeter,git://github.com/apache/jmeter.git,237,60,4,148,199571,77,2507,25,6195,80.4545454545,11264,626.75,3123.75,995,0,0,0,0,0,0,0,0,0,0,0,0,1160,3,0.2586206897,3,3,3,100,3,0,0,0,2,0,10340,42,0.4061895551,40,38,35,83.3333333333,33,2,0,0,3,0,12495,45,0.3601440576,43,41,38,84.4444444444,36,2,0,0,5,0,increase,Application,Non-library
zookeeper,zookeeper,git://github.com/apache/zookeeper.git,1075,211,8,784,49099,59,1145,9,2634,44.6440677966,1361,143125,926.25,1188,24,2.0202020202,24,22,22,91.6666666667,22,0,0,0,22,0,877,4,0.4561003421,4,3,1,25,1,0,0,0,0,0,5345,4,0.0748362956,4,4,4,100,4,0,0,0,3,0,7410,32,0.4318488529,32,29,27,84375,27,0,0,0,25,0,decrease,Software tools,Non-library
jPOS,jPOS,git://github.com/jpos/jPOS.git,146,42,26,152,46995,41,1210,6,6128,149.4634146341,3832,46.5384615385,421.9615384615,1165,1,0.0858369099,0,1,1,100,1,0,0,0,1,0,962,6,0.6237006237,0,6,5,83.3333333333,5,0,0,0,0,3,8844,12,0.1356852103,0,12,10,83.3333333333,10,0,1,0,0,0,10971,19,0.1731838483,0,19,16,84.2105263158,16,0,1,0,1,3,oscillatory,Application,Non-library
thymeleaf,thymeleaf,git://github.com/thymeleaf/thymeleaf.git,364,67,11,89,10039,35,430,8,1329,37.9714285714,967,39.0909090909,376.3636363636,394,0,0,0,0,0,0,0,0,0,0,0,0,459,1,0.2178649237,1,1,1,100,1,0,0,1,1,0,3287,24,0.7301490721,24,20,20,83.3333333333,20,0,0,10,20,0,4140,25,0.6038647343,25,21,21,84,21,0,0,11,21,0,oscillatory,Web libraries and frameworks,Library
restfb,restfb,git://github.com/restfb/restfb.git,296,60,24,150,10425,19,375,3,2004,105.4736842105,678,15625,78.1666666667,144,0,0,0,0,0,0,0,0,0,0,0,0,328,4,1.2195121951,4,4,4,100,1,3,4,0,4,0,1404,20,1.4245014245,20,16,16,80,13,4,2,0,12,0,1876,24,1.2793176972,24,20,20,83.3333333333,14,7,6,0,16,0,stable,Non-web libraries and frameworks,Library
spring-data-rest,spring-data-rest,git://github.com/spring-projects/spring-data-rest.git,305,106,28,186,12069,34,387,27,1261,37.0882352941,652,13.8214285714,97.6071428571,338,0,0,0,0,0,0,0,0,0,0,0,0,455,2,0.4395604396,2,0,0,0,0,0,0,0,0,0,1940,10,0.5154639175,10,10,10,100,6,0,0,0,10,0,2733,12,0.4390779363,12,10,10,83.3333333333,6,0,0,0,10,0,stable,Non-web libraries and frameworks,Library
platform_frameworks_support,platform_frameworks_support,git://github.com/android/platform_frameworks_support.git,556,89,42,349,37011,120,1655,45,1656,13.8,9698,39.4047619048,485.119047619,2473,6,0.2426202992,2,5,3,50,3,0,0,0,2,0,1587,8,0.5040957782,2,8,7,87.5,6,0,0,0,6,0,16315,104,0.6374501992,35,102,88,84.6153846154,78,0,0,0,80,3,20375,118,0.5791411043,39,115,98,83.0508474576,87,0,0,0,88,3,oscillatory,Non-web libraries and frameworks,Library
openwayback,openwayback,git://github.com/iipc/openwayback.git,112,39,24,76,45226,7,845,12,3586,512.2857142857,3087,35.2083333333,250.5,1073,0,0,0,0,0,0,0,0,0,0,0,0,695,22,3.1654676259,1,22,19,86.3636363636,16,3,0,0,4,1,4244,46,1.0838831291,4,42,37,80.4347826087,29,5,2,0,15,1,6012,68,1.131071191,5,64,56,82.3529411765,45,8,2,0,19,2,oscillatory,Software tools,Non-library
soot,soot,git://github.com/Sable/soot.git,311,51,45,138,183275,23,3997,55,6798,295.5652173913,4214,88.8222222222,1030.1555555556,5339,0,0,0,0,0,0,0,0,0,0,0,0,4059,20,0.4927322,20,15,15,75,14,1,0,0,13,1,36959,14,0.0378798128,13,13,13,92.8571428571,11,1,0,0,10,2,46357,34,0.0733438316,33,28,28,82.3529411765,25,2,0,0,23,3,decrease,Non-web libraries and frameworks,Library
OG-Platform,OG-Platform,git://github.com/OpenGamma/OG-Platform.git,223,51,41,143,937089,203,14837,251,2177,10.724137931,32674,361.8780487805,3561.8048780488,5996,16,0.266844563,16,16,16,100,14,0,0,1,10,0,14596,569,3.8983283091,557,545,438,76.9771528998,325,12,43,5,391,6,125442,409,0.3260470975,408,392,361,88.2640586797,328,9,18,2,171,4,146034,994,0.6806634072,981,953,815,81.9919517103,667,21,61,8,572,10,oscillatory,Software tools,Non-library
grails-core,grails-core,git://github.com/grails/grails-core.git,1445,171,200,699,414029,89,2261,154,3699,41.5617977528,16277,11305,51045,1257,1,0.0795544948,1,1,1,100,0,0,1,0,0,0,895,31,3.4636871508,28,31,30,96.7741935484,29,2,2,0,27,9,8057,67,0.8315750279,65,58,50,74.6268656716,41,1,2,3,34,7,10209,99,0.9697325889,94,90,81,81.8181818182,70,3,5,3,61,16,oscillatory,Web libraries and frameworks,Library
mapdb,mapdb,git://github.com/jankotek/mapdb.git,1545,220,24,393,14464,41,241,4,1099,26.8048780488,1512,10.0416666667,266.8333333333,1146,2,0.1745200698,0,2,2,100,2,0,0,0,2,0,467,1,0.2141327623,1,0,0,0,0,0,0,0,0,0,4791,51,1.0644959299,0,51,42,82.3529411765,40,2,0,0,32,0,6404,54,0.8432229856,1,53,44,81.4814814815,42,2,0,0,34,0,stable,System Software,Non-library
Openfire,Openfire,git://github.com/igniterealtime/Openfire.git,526,118,50,391,775974,133,7450,5,3954,29.7293233083,6624,149,434.92,1715,2,0.1166180758,2,2,2,100,2,0,0,0,0,2,1913,7,0.3659174072,7,7,7,100,4,7,1,0,7,2,18118,34,0.187658682,26,31,26,76.4705882353,4,21,4,0,23,1,21746,43,0.1977375149,35,40,35,81.3953488372,10,28,5,0,30,5,oscillatory,System Software,Non-library
jclouds,jclouds,git://github.com/jclouds/jclouds.git,197,49,200,301,189447,94,5877,19,2322,24.7021276596,9437,29385,231085,5238,2,0.0381825124,2,1,1,50,1,0,0,0,0,0,6172,18,0.291639663,18,16,13,72.2222222222,13,9,0,0,10,0,34807,125,0.3591231649,125,108,104,83.2,78,20,2,0,98,9,46217,145,0.3137373694,145,125,118,81.3793103448,92,29,2,0,108,9,stable,Software tools,Non-library
EhViewer,EhViewer,git://github.com/seven332/EhViewer.git,232,35,1,42,104633,39,544,4,206,5.2820512821,320,544,6977,1113,1,0.0898472597,1,0,0,0,0,0,0,0,0,0,599,1,0.1669449082,1,0,0,0,0,0,0,0,0,0,5265,14,0.2659069326,13,13,13,92.8571428571,10,0,0,0,13,2,6977,16,0.2293249248,15,13,13,81.25,10,0,0,0,13,2,stable,Application,Non-library
GWTP,GWTP,git://github.com/ArcBees/GWTP.git,279,61,41,101,414879,28,665,9,1993,71.1785714286,2059,16.2195121951,89.7804878049,222,0,0,0,0,0,0,0,0,0,0,0,0,662,18,2.7190332326,18,17,17,94.4444444444,17,0,0,0,17,0,2797,29,1.0368251698,29,21,21,72.4137931034,20,0,0,0,20,1,3681,47,1.2768269492,47,38,38,80.8510638298,37,0,0,0,37,1,oscillatory,Web libraries and frameworks,Library
mongo-java-driver,mongo-java-driver,git://github.com/mongodb/mongo-java-driver.git,1308,184,77,815,45782,94,1605,12,2411,25.6489361702,5305,20.8441558442,128.9480519481,201,1,0.4975124378,1,1,1,100,0,0,0,0,1,0,1024,2,0.1953125,2,2,2,100,2,1,0,0,2,2,8704,44,0.5055147059,44,36,35,79.5454545455,23,15,8,0,27,11,9929,47,0.4733608621,47,39,38,80.8510638298,25,16,8,0,30,13,oscillatory,Non-web libraries and frameworks,Library
hudson,hudson,git://github.com/kohsuke/hudson.git,345,45,400,2068,120559,68,10616,4,3064,45.0588235294,20473,26.54,41155,1443,68,4.7124047124,15,56,55,80.8823529412,51,0,0,1,52,3,2219,42,1.8927444795,9,42,38,90.4761904762,28,1,0,0,36,3,12800,389,3.0390625,108,341,310,79.6915167095,268,2,8,1,298,3,16462,499,3.0312234236,132,439,403,80.7615230461,347,3,8,2,386,9,stable,Software tools,Non-library
gwt,gwt,git://github.com/gwtproject/gwt.git,426,130,57,94,332650,57,11251,4,3180,55.7894736842,8523,197.3859649123,1662.2631578947,4335,21,0.4844290657,21,20,20,95.2380952381,20,0,0,0,20,0,10543,104,0.9864364982,104,92,92,88.4615384615,87,12,1,0,88,11,79871,451,0.5646605151,451,387,351,77.8270509978,317,25,3,0,341,13,94749,576,0.6079219833,576,499,463,80.3819444444,424,37,4,0,449,24,oscillatory,Software tools,Non-library
cursor-utils,cursor-utils,git://github.com/venmo/cursor-utils.git,180,45,5,9,463,3,36,2,236,78.6666666667,41,7.2,46.4,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,204,10,4.9019607843,3,8,8,80,8,0,0,0,8,0,232,10,4.3103448276,3,8,8,80,8,0,0,0,8,0,increase,Non-web libraries and frameworks,Library
Java-Thread-Affinity,Java-Thread-Affinity,git://github.com/OpenHFT/Java-Thread-Affinity.git,147,50,8,54,7758,16,65,3,662,41375,161,8125,56625,40,0,0,0,0,0,0,0,0,0,0,0,0,44,1,2.2727272727,1,0,0,0,0,0,0,0,0,0,369,4,1.0840108401,4,4,4,100,4,0,0,0,2,0,453,5,1.1037527594,5,4,4,80,4,0,0,0,2,0,decrease,Application,Non-library
gnucash-android,gnucash-android,git://github.com/codinguser/gnucash-android.git,351,62,26,194,18536,64,399,6,1186,18.53125,856,15.3461538462,61.1923076923,352,5,1.4204545455,5,4,4,80,4,0,0,0,4,0,127,0,0,0,0,0,0,0,0,0,0,0,0,1112,0,0,0,0,0,0,0,0,0,0,0,0,1591,5,0.3142677561,5,4,4,80,4,0,0,0,4,0,increase,Application,Non-library
subsonic,subsonic,git://github.com/EugeneKay/subsonic.git,185,45,4,53,261413,10,774,5,1120,112,3017,193.5,915.5,388,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,2993,5,0.1670564651,5,4,4,80,4,0,0,0,4,0,3662,5,0.1365374113,5,4,4,80,4,0,0,0,4,0,increase,Application,Non-library
Subsonic,Subsonic,git://github.com/daneren2005/Subsonic.git,125,25,12,51,142550,78,774,5,1120,14.358974359,3017,64.5,305.1666666667,388,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,2993,5,0.1670564651,5,4,4,80,4,0,0,0,4,0,3662,5,0.1365374113,5,4,4,80,4,0,0,0,4,0,increase,Non-web libraries and frameworks,Library
AxonFramework,AxonFramework,git://github.com/AxonFramework/AxonFramework.git,289,55,37,121,27575,49,1509,13,1994,40.693877551,1794,40.7837837838,231.5135135135,75,0,0,0,0,0,0,0,0,0,0,0,0,1508,2,0.1326259947,2,2,1,50,1,0,0,0,1,0,6983,22,0.3150508377,22,18,18,81.8181818182,14,0,0,0,18,0,8566,24,0.2801774457,24,20,19,79.1666666667,15,0,0,0,19,0,oscillatory,Non-web libraries and frameworks,Library
liquibase,liquibase,git://github.com/liquibase/liquibase.git,759,82,200,526,136858,82,2221,26,2307,28.1341463415,4592,11105,49.45,381,1,0.2624671916,0,1,1,100,1,0,0,0,1,0,1192,6,0.5033557047,3,5,5,83.3333333333,5,0,0,0,2,1,8317,73,0.8777203319,52,58,57,78.0821917808,56,1,0,0,44,0,9890,80,0.8088978766,55,64,63,78.75,62,1,0,0,47,1,oscillatory,System Software,Non-library
operaprestodriver,operaprestodriver,git://github.com/operasoftware/operaprestodriver.git,126,42,18,52,143590,168,455,10,1743,10375,3320,25.2777777778,1201.6666666667,1021,0,0,0,0,0,0,0,0,0,0,0,0,903,0,0,0,0,0,0,0,0,0,0,0,0,19706,14,0.071044352,13,13,11,78.5714285714,9,0,1,0,9,0,21630,14,0.0647249191,13,13,11,78.5714285714,9,0,1,0,9,0,oscillatory,Non-web libraries and frameworks,Library
